序号,景区ID,景区名称,评论
528,77593,黄鹤楼,黄鹤楼，位于湖北省武汉市武昌区，地处蛇山之巅，濒临万里长江，为武汉市地标建筑；始建于三国吴黄武二年（223年），历代屡加重修，现存建筑以清代“同治楼”为原型设计，重建于1985年；因唐代诗人崔颢登楼所题《黄鹤楼》一诗而名扬四海。自古有“天下绝景”之美誉，与晴川阁、古琴台并称为“武汉三大名胜”，与湖南岳阳岳阳楼、江西南昌滕王阁并称为“江南三大名楼”，是“武汉十大景”之首、中国古代四大名楼之一、“中国十大历史文化名楼”之一，世称&quot;天下江山第一楼&quot;。
529,77593,黄鹤楼,黄鹤园中不见楼，&#x0A;只见芳草鹦鹉洲。&#x0A;仙人子安乘鹤去，&#x0A;崔颢题诗在上头。&#x0A;登穹顶江天浩瀚，&#x0A;气吞云梦入美卷。&#x0A;总之来了武汉必到黄鹤楼！
530,77593,黄鹤楼,之前一直都想来这里看看，看看这里的山是否像想象的那么奇：看看这里的水是否像想象的那么绿，今天来到这里，心中总有万千的感慨&#x20;，这里的山奇的独特，水清的见底！置身在这样的环境里，使得我忘却了所有的烦恼，心累了的时候，不妨来这里待一会儿，心倦了的时候，也可以来这里看看，享受下大自然的宁静。总之来到这里以后，给人一种美的享受，让你的心灵得到一次解放。
531,77593,黄鹤楼,好热的咯，不适合暑假，还是之前一直都想来这里看看，看看这里的山是否像想象的那么奇：看看这里的水是否像想象的那么绿，今天来到这里，心中总有万千的感慨这里的山奇的独特，水清的见底！置身在这样的环境里，使得我忘却了所有的烦恼，心累了的时候，不妨来这里待一会儿，心倦了的时候，也可以来这里看看，享受下大自然的宁静。总之来到这里以后，给人一种美的享受，让你的心灵得到一次解放。
532,77593,黄鹤楼,还是要去一下的，景色很美，我先去了辛亥革命纪念馆后到黄鹤楼，从江山如画那个门出来过天桥到户部巷打卡，那个鸭血汤和那个灌汤包很好吃。从户部巷出来往前走就可以到长江大桥，江边凉快，可以拍照，然后沿江边做渡轮到对岸，汉江可夜观美景，孩子可以在江边玩水，那一路上有以前民国时期的租界，结束后可以到汉口最繁华的步行街吃吃东西逛逛。
533,77593,黄鹤楼,项目很多，很好玩，很开心***
534,77593,黄鹤楼,自疫情后的5月底开始&#x20;至今往返武汉也有四次了&#x20;每一次&#x20;都不得打卡地标&#x20;这一次过来后面几天又赶上暴雨&#x20;前后合计只有某天晚上得空&#x20;幸得开了夜场&#x20;一饱眼福&#x20;不能说惊艳&#x20;前面的舞蹈&#x20;戏曲和古筝演奏一般般吧&#x20;最后的光影故事挺有意思&#x20;最爽的还是登上黄鹤楼俯瞰长江大桥等周边&#x20;对了&#x20;网红的冰棍可以吃&#x20;15元&#x20;两种口味&#x20;喜欢搜集的上吧
535,77593,黄鹤楼,历史上的黄鹤楼，据说是几次兴建几次被毁。&#x0A;现在的黄鹤楼属于仿古现代建筑，清末的黄鹤楼遗址已经在武汉长江大桥下了。&#x0A;虽然很多人都说这个现代黄鹤楼是假楼，还有很多人嘲笑黄鹤楼里面还有电梯。不过，从历史的进步来讲，这样的仿古建筑也并非不可。毕竟各朝各代的黄鹤楼其实都不一样，都融入了当时的建筑工艺和特点。只要是在原址附近，能够传承文化，虽然不是古迹，但仍然可以看作是标志性文化建筑。&#x0A;黄鹤楼附近还有武汉长江大桥、首义公园、陈友谅墓可以同时参观。
536,77593,黄鹤楼,感谢惠游湖北的活动，我可以免费游览黄鹤楼，要不然作为一个老武汉，估计很少有花大几十专门去登黄鹤楼的。小时候去过一次，感觉现在还是建设得好多了，形成了一个公园，而不是就光一座楼了。如果只想观景，建议晚一点去，可以看完风景紧接着欣赏夜晚的江景，灯光绚烂。如果想深入了解，建议带上讲解员，讲讲历史才能体会千古名楼的风采。
537,77593,黄鹤楼,黄鹤楼公园还是非常值得一去的，登高望远，一览壮丽长江风光。&#x0A;黄鹤楼公园有些大，分为西门和东门，若是只想去黄鹤楼看看，就坐车到西门进去，走十分钟就到了，东门则远了些，我们也没有去。&#x0A;黄鹤楼要一层一层登上去，这个时间电梯没有开放，大概爬了五层吧。
538,77593,黄鹤楼,黄鹤楼始建于三国时期吴黄武二年(公元223年)，传说是为了军事目的而建，孙权为实现“以武治国而昌”，筑城为守，建楼以嘹望。至唐朝，其军事性质逐渐演变为著名的名胜景点，成为游览胜地。1957年因建武汉长江大桥武昌引桥时，占用了黄鹤楼旧址，故而在1981年重新选址于距旧址约1000米的蛇山峰岭上，重建了近日更为壮观的黄鹤楼。新黄鹤楼各层大小屋顶交错重叠，翘角飞举，仿佛是展翅欲飞的鹤翼。楼层内外绘有仙鹤为主体，云纹、花草、龙凤为陪衬的图案，并可观赏诸多大型壁画和名人名句。站在走廊举目远眺，壮阔美景一览无余，格外畅爽。
539,77593,黄鹤楼,去武汉一定要去黄鹤楼的，这么多年在国内游荡，跟黄鹤楼类似的各种楼啊，塔啊爬的不计其数，黄鹤楼真的不是最壮观的，但应该是最有名气的。&#x0A;&#x0A;之所以有名，就是崔颢的那首诗，晴川历历汉阳树，芳草萋萋鹦鹉洲，日暮乡关何处是？烟波江上使人愁。&#x0A;&#x0A;今天配上这首诗，然后对照这些照片，看看汉阳树和鹦鹉洲，一座很普通的楼配上很不凡的历史底蕴，会不会擦出不一样的火花。
540,77593,黄鹤楼,十分棒，天下名楼，黄鹤一去不复返&#x20;白云千载空悠悠，果然如此啊
541,77593,黄鹤楼,天下名楼，到武汉必游之地，还是值得的。
542,77593,黄鹤楼,江南三大名楼之一，长江边上的蛇山上。
543,77593,黄鹤楼,江南三大名楼名不虚传，黄昏景色迷人。
544,77593,黄鹤楼,价格贵，晚上除了灯光秀也没多少东西看
545,77593,黄鹤楼,总体来看作为一个建筑物还是不错的，只是不是原址上重建的，历史韵味觉得差了些。
546,77593,黄鹤楼,特别棒，太大了绕出来都关门了不过工作人员又帮我们开门了，景色也很美，值得一游
547,77593,黄鹤楼,夜游人太多了，看表演也是人挤人，夜景还不错。可以买vip，都会预留好的位置。
548,77593,黄鹤楼,武汉标志性建筑和旅游景点，虽然不大，但是值得一去，黄鹤楼主楼上即便没有空调，也是有风的，自然风吹着很是舒服呢&#x0A;【景色】
549,77593,黄鹤楼,武汉最经典的旅游景点之一，文化韵味十足，值得去观赏，站在高处望江景美不胜收
550,77593,黄鹤楼,江南三大名楼之一，1985年重建
551,77593,黄鹤楼,古人的建筑工艺设计&#x20;真的是博大精深
552,77593,黄鹤楼,很美，出差路过特意去看了黄鹤楼。
553,77593,黄鹤楼,故人西辞黄鹤楼，烟花三月下扬州。
554,77593,黄鹤楼,很不错的名楼，一直想去的苦于上班的原因，这次趁着十一假期陪对象一起去转转
555,77593,黄鹤楼,外地游客会去，本地人真的不会去，哈哈哈哈哈哈哈，国庆期间会一人送一小瓶酒
556,77593,黄鹤楼,不要租用导览器，信号迟钝，且讲解没啥内容、生涩，可以蹭导游的讲解，更生动
557,77593,黄鹤楼,晴空万里。艳阳高照。。。不亏火炉
558,77593,黄鹤楼,景点很好，票价合理，游玩开心，不过是四大明楼之一，以后有时间还要去游玩
559,77593,黄鹤楼,重建的楼虽然高大，但是可以量产
560,77593,黄鹤楼,黄鹤楼值得一去&#x20;必打卡景点&#x20;武汉一座英雄城市～&#x0A;还记得课本里的登鹳雀楼&#x20;&#x0A;提前买票会比当天买更便宜！！！！！！！！你！！
561,77593,黄鹤楼,传统景点，去也不是，不去也不是
562,77593,黄鹤楼,买明信片都不给盖全纪念邮戳。
563,77593,黄鹤楼,武汉著名的景点，不虚此行，邀请朋友一起，景区干净卫生，非常满意和难忘
564,77593,黄鹤楼,气势只有登楼远眺才能感觉得到
565,77593,黄鹤楼,妹妹带孩子从东北来武汉游玩&#x20;点名打卡黄鹤楼&#x20;体会诗中的意境&#x20;远观东湖&#x20;赞👍
566,77593,黄鹤楼,一桥飞架南北，天堑变通途，在黄鹤楼可以观看这样的景象，非常值得去。
567,77593,黄鹤楼,黄鹤楼主楼为四边套八边形体，楼外有铸铜黄鹤造型、胜像宝塔、牌坊、轩廊、亭阁等建筑环绕，具有独特的民族风格。
568,77593,黄鹤楼,还不错，毕竟毕竟5A景点
569,77593,黄鹤楼,交通便利、武汉著名景点，景色优美，非常开心、难忘的出行，非常满意
570,77593,黄鹤楼,因为是十月二号去的人也超级多，每去过的可以去一下，去过了就不想去
571,77593,黄鹤楼,武汉之行，令人难忘。与古人同游，纵横千古，遨游与诗海，大气磅礴。
572,77593,黄鹤楼,特别棒下次有机会还要去
573,77593,黄鹤楼,中国名楼，值得一去。长江景色，一览无余。有机会，秋天再去一游。
574,77593,黄鹤楼,挺好的。取票方便，排队的人很少，看不懂的还可以区请个导游讲解。
575,77593,黄鹤楼,虽是后来重建，但封楼远眺，江景之畔还是可以感受极目楚天舒的意境
576,77593,黄鹤楼,交通方便，买票也方便！
577,77593,黄鹤楼,去了还是可以去看一下
578,77593,黄鹤楼,故人西辞黄鹤楼，烟花三月下扬州，这是坐落在长江边的著名楼宇。
579,77593,黄鹤楼,非常有名的地方，值得好好体验一下，登高望远，一切美景尽收眼底
580,77593,黄鹤楼,上一年免门票去的，其实就是打卡的景点，去远处的巷子拍更有感觉
581,77593,黄鹤楼,爬上楼顶看下去长江大桥还是不错的，如果没有那么多建筑遮挡就更好了，也许可以领略长江的气势如虹。还是值得一去的。毕竟是有文化底蕴的标志性建筑。
582,77593,黄鹤楼,很快乐的旅行，第一次去黄鹤楼，确实名不虚传！有聚会再去玩一玩
583,77593,黄鹤楼,值得去，价格又便宜，
584,77593,黄鹤楼,诗歌里的黄鹤楼，终于见到啦！虽然是后建的，但是依然感到雄伟壮观，想象一下在古代，古人登上当时的最高建筑，惟见长江天际流的景色，黄鹤楼值得一上
585,77593,黄鹤楼,巍峨耸立于武昌蛇山的黄鹤楼，享有“天下绝景”的盛誉。黄鹤楼始建于三国时期吴黄武二年，因军事目的而建。
586,77593,黄鹤楼,昔人已乘黄鹤去&#x20;，此地空余黄鹤楼，黄鹤一去不复返&#x20;，白云千载空悠悠，诗人崔颢黄鹤楼题的词，它位于武汉市蛇山，面临着滚滚的万里长江，与岳阳楼、滕王阁称为三大名楼，登上黄鹤楼可以远眺长江大桥和奔流不息的长江水，现为国家五A级景区。
587,77593,黄鹤楼,中规中矩，不偏不倚
588,77593,黄鹤楼,黄鹤楼越来越漂亮了，夜景很美，公园很大，是武汉游玩打卡地。
589,77593,黄鹤楼,武汉有名的景点，周末人真多，站在最高层，看着长江非常的壮观
590,77593,黄鹤楼,值得一游，太美了！
591,77593,黄鹤楼,不错！！！！！！！
592,77593,黄鹤楼,登斯楼也，则有心旷神怡，宠辱偕忘，把酒临风，其喜洋洋者矣。
593,77593,黄鹤楼,湖北省武汉市黄鹤楼，长江岸区著名景点，人文历史悠久，自然景色宜人，旅游好风景。
594,77593,黄鹤楼,还不错，值得一游
595,77593,黄鹤楼,还是值得看一看的
596,77593,黄鹤楼,在长江大桥边上，司门口户部巷可以上去，天气好上楼景色不错
597,77593,黄鹤楼,带着爷爷一起出去玩的，赶到了免费的最后的一个尾巴，很开心
598,77593,黄鹤楼,没想象的那么好
599,77593,黄鹤楼,带孩子来湖北游玩&#x20;必去打卡地之一&#x20;&#x20;登上楼顶俯瞰长江&#x20;美不胜收
600,77593,黄鹤楼,一直想去黄鹤楼，这次终于有机会，十分满意，携程十分方便
601,77593,黄鹤楼,景点很好，很美
602,77593,黄鹤楼,黄鹤楼很壮观，但是最好不要节假日去，外面堵车堵的很厉害
603,77593,黄鹤楼,1.搁笔亭那里居然还有表演！&#x0A;2.黄鹤楼公园里面风景很好&#x0A;3.卖的纪念品是真的很好看&#x0A;4.黄鹤楼冰棍味道还可以喔&#x0A;哈哈哈真的蛮喜欢武汉这座城市
604,77593,黄鹤楼,黄鹤一去不复返，白云千载空悠悠，古老的建筑一直承载着无数文人墨客的故事，诗词歌赋，来武汉必到！
605,77593,黄鹤楼,还是值得一般
606,77593,黄鹤楼,长江边的龟山山顶上，重建了黄鹤楼，规模宏大，展品众多
607,77593,黄鹤楼,不错不错不错
608,77593,黄鹤楼,无须多言的经典景点，了一心愿，黄鹤楼雪糕也很够份量呢
609,77593,黄鹤楼,位置好找，上去可以一览众山小.很漂亮的江景值得一游.
610,77593,黄鹤楼,中秋节的黄鹤楼灯光格外耀眼夺目！
611,77593,黄鹤楼,小时候学的描写黄鹤楼的古诗一直都在脑海里，这次终于可以一睹她的全貌了，不错不错，如愿以偿了。
612,77593,黄鹤楼,黄鹤楼很壮观
613,77593,黄鹤楼,黄鹤一去不复返&#x20;，&#x20;白云千载空悠悠。
614,77593,黄鹤楼,值得去游玩
615,77593,黄鹤楼,可以看看吧
616,77593,黄鹤楼,可以看看吧
617,77593,黄鹤楼,可以看看吧
618,77593,黄鹤楼,不虚此行。
619,77593,黄鹤楼,也就那样吧
620,77593,黄鹤楼,中国四大名楼之一，扼龟蛇二山！
621,77593,黄鹤楼,很不错，夏季还回去，很值得一去，地方很美，有很多值得逛的地方，此地空余黄鹤楼，爬上去也不累，导游解说也很专业，争取下个月底再去一次
622,77593,黄鹤楼,很值得一起
623,77593,黄鹤楼,到武汉必打卡黄鹤楼，标志性建筑。四大名楼之一，黄鹤楼已由最初的防御性工事演变为文人墨客泼墨作画、饮酒吟诗之去处。黄鹤楼景区由东向西依次展开，雄居蛇山之上，与龟山隔海相望。
624,77593,黄鹤楼,黄鹤楼，中国四大名楼之一，我曾登楼数次，真的是极目楚天舒，感觉非常好，有机会的话我会再去！
625,77593,黄鹤楼,与众不同，不是你错了。很多时候，英雄都是孤独的。
626,77593,黄鹤楼,这是一个适合晨练的公园，早晨去的，黄鹤楼还没开门，就有许多老年人在那练剑跳舞，好热闹啊。
627,77593,黄鹤楼,值得一去的，从小背古诗就对黄鹤楼很神秘，武汉是一座很热情的城市，加油💪有很多美食，武汉人民超级热情，辣鸭脖，热干面，都相当正宗
628,77593,黄鹤楼,地标建筑打卡成功，很现在在才来评价，哈哈哈哈哈哈哈很棒的体验，黄鹤楼毕竟是地标建筑，去了趟武汉总是要区看看的哈哈哈哈开心哦hhh
629,77593,黄鹤楼,总体不错、碑廊的诗文书法很不错。景区没有想象的大
630,77593,黄鹤楼,武汉黄鹤楼，去武汉必去打卡之地，风景如画，登高远眺，看长江滚滚而流，武汉大桥雄伟壮阔，
631,77593,黄鹤楼,感恩帮助武汉抗疫的所有人，免门票去的，极目楚天舒，登上黄鹤楼真的很壮观，还看了楚韵表演
632,77593,黄鹤楼,走桥上的门进去，别在停车场那边进去，不行太远，还要坐电瓶车才方便。桥上的那个门进很多。
633,77593,黄鹤楼,没什么特色&#x20;去过一次不想去第二次，门票还那么贵
634,77593,黄鹤楼,上学的时候来过这里，是一个非常值得去的地方。
635,77593,黄鹤楼,武汉地标性建筑物之一，可以远眺江景，超级美的
636,77593,黄鹤楼,【景色】非常好&#x0A;【趣味】非常好&#x0A;【性价比】非常高
637,77593,黄鹤楼,不错不错不错不错不错不错不错不错不错不错不错
638,77593,黄鹤楼,江南名楼！不错！湖南岳阳楼什么时候也去看看！
639,77593,黄鹤楼,周边环境还是很好的不过还可以看到一些棚户区
640,77593,黄鹤楼,武汉地标，但不值得买门票进去。门口看看就好
641,77593,黄鹤楼,挺不错的，很好，强烈推荐。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
642,77593,黄鹤楼,离户部巷很近，两个地方可以一起游，在户部巷吃完武昌鱼后步行即可到达黄鹤楼。门前80，黄鹤楼是后来仿建的，现代感比较强，登上黄鹤楼，长江大桥和武汉市区景色一览无余。
643,77593,黄鹤楼,黄鹤楼是武汉的地标必须打卡，登高后想看看英雄之城，但长江大桥等景观被建筑物遮挡视觉一般，暑假非双休日客流不多，性价比不高。
644,77593,黄鹤楼,黄鹤楼是武汉的标志，虽然楼本身没什么看头，但是从楼上俯瞰长江和长江大桥是极佳视角。
645,77593,黄鹤楼,黄鹤楼真的非常好啊，疫情后的武汉真的很漂亮，很美丽，在黄鹤楼上远眺英雄城市武汉，微风阵阵吹来，真的非常舒适，有机会还要来！
646,77593,黄鹤楼,秋天来了，上黄鹤楼眺望晴川阁，看汉阳树。
647,77593,黄鹤楼,大武汉的著名景点，了解历史，还不错的！国庆假期人太多了，平时去应该好一些，旁边的户部巷小吃街是真不咋地，没有一家好吃的。
648,77593,黄鹤楼,疫情后特惠活动去的，人很多，风景依旧很美。出来时还帮一对广东来的游客拍照，黄鹤楼欢迎各地同胞前来打卡，大武汉欢迎大家！！
649,77593,黄鹤楼,大武汉**，环境很好，更多的是一种情怀！
650,77593,黄鹤楼,登楼远眺，长江尽收眼底，来武汉必到之处。
651,77593,黄鹤楼,环境很好，一家游玩放松，票价70，儿童票半价，里面环境很不错，待会儿，黄鹤楼真棒啊，提醒各位游客请戴好口罩，安全游玩！！
652,77593,黄鹤楼,从小就从书本上知道黄鹤楼，娶了武汉老婆，去了两次，不错&#x0A;【景色】&#x0A;【趣味】&#x0A;【性价比】
653,77593,黄鹤楼,黄鹤楼（Yellow&#x20;Crane&#x20;Tower）位于湖北武汉长江南岸的武昌蛇山之巅，濒临万里长江，是“江南三大名楼”之一，自古享有“天下江山第一楼”和“天下绝景”之称。黄鹤楼是武汉市标志性建筑，与晴川阁、古琴台并称“武汉三大名胜”，[1][2]现为国家AAAAA级旅游景区。黄鹤楼坐落在海拔61.7米的蛇山顶，以清代“同治楼”为原型设计，京广铁路的列车从楼下呼啸而过。楼高5层，总高度51.4米，建筑面积3219平方米。黄鹤楼内部由72根圆柱支撑，外部有60个翘角向外伸展，屋面用10多万块黄色琉璃瓦覆盖构建而成。[1][2]&#x0A;黄鹤楼楼外铸铜黄鹤造型、胜像宝塔、牌坊、轩廊、亭阁等一批辅助建筑，将主楼烘托得更加壮丽。主楼周围还建有白云阁、象宝塔、碑廊、山门等建筑。整个建筑具有独特的民族风格，散发出中国传统文化的精神、气质、神韵。它与蛇山脚下的武汉长江大桥交相辉映；登楼远眺，武汉三镇的风光尽收眼底。
654,77593,黄鹤楼,提起黄鹤楼，人们总能吟诵几首与之相关的诗句。&#x0A;黄鹤楼最早建于三国时期的东吴，距今已有1800年的历史。如今的黄鹤楼，虽然是复建的，但它承载着历史和文化，它就是一个文化符号。&#x0A;每天来黄鹤楼游览的人们络绎不绝，登上楼顶，远望滚滚长江东逝水，心中的唐诗油然而生……
655,77593,黄鹤楼,上午因为要去装修公司所以下午一点左右到的黄鹤楼，太阳火辣辣的，景点有车10块钱往返，最后我们一家三口选择步行，在武汉二十几年了第一次进入黄鹤楼！虽然热，但是一家人👪边走边欣赏沿途的风景别有一番风味！到达黄鹤楼看到穿梭的人流，我们也跟着一起登顶了，高空看远景，欣赏古人留下字画椅子，虽然是火烧后重建的，但是身临其境感觉也回到了唐朝，想起李白的诗句！站在上面远眺长江！武汉真的好美！
656,77593,黄鹤楼,非常好，正好碰到年前的对联活动，特别棒
657,77593,黄鹤楼,太久了才来评价，还是不错的，值得再次去
658,77593,黄鹤楼,平时淡季可以游玩，节假日基本是人看人。
659,77593,黄鹤楼,提前购买65元，当天购买70元，供参考
660,77593,黄鹤楼,在外面看了看，感觉还行，游客不是特别多
661,77593,黄鹤楼,黄鹤楼，位于湖北省武汉市武昌区，地处蛇山之巅，濒临万里长江，为武汉市地标建筑；
662,77593,黄鹤楼,黄鹤一去不复返&#x20;白云千载空悠悠，千年绝句千年明楼，遗憾的是黄鹤楼里面商业气息太过严重，影响了黄鹤楼的文化底蕴，照此下去过十几二十年黄鹤楼会变成小商品批发市场了。
663,77593,黄鹤楼,黄鹤楼景区：国家5A级旅游景区、中国历史文化名楼、国家级重点风景名胜区、江南三大名楼之首（其它两大名楼分别是湖南的岳阳楼、江西的滕王阁），国家旅游胜地四十佳。
664,77593,黄鹤楼,去参观访问过一次，外观造型设计不错。
665,77593,黄鹤楼,黄鹤楼是武汉的地标，每个游客都会去。
666,77593,黄鹤楼,武汉必去打卡景点！赶上门票免费超值！
667,77593,黄鹤楼,不错，很壮观，虽然是后建的，还是不错
668,77593,黄鹤楼,黄鹤楼去一次就够了。感受下文化底蕴。
669,77593,黄鹤楼,这里是武汉的地标性建筑，景区里面人山人海，游客非常多，遗憾的是没有登上楼里。
670,77593,黄鹤楼,名气大，可远观，进去就没啥必要拉。
671,77593,黄鹤楼,工作出差，顺便去了黄鹤楼，感觉还可以，滴滴师傅也很热情。下次出差也去玩下。
672,77593,黄鹤楼,带孩子去学习，让书本知识展现在眼前
673,77593,黄鹤楼,还可以吧，作为来武汉必来打卡的地方
674,77593,黄鹤楼,这里是武汉代表性的景点之一。来的人都会过来看看。黄鹤楼以前还有一个歌舞团，可以看看舞蹈这些。整个游玩下来1-2小时
675,77593,黄鹤楼,因为疫情的原因已经很久没有出去玩了
676,77593,黄鹤楼,去了几次了，走走路，看看楼，很惬意
677,77593,黄鹤楼,龟山，蛇山隔江而望，黄鹤楼就在那撒
678,77593,黄鹤楼,还不错，***酒。家人们玩的很开心
679,77593,黄鹤楼,武汉闻名遐迩的地标了，站在楼上，远眺长江和大桥，雄伟浩荡扑面而来！值得一看
680,77593,黄鹤楼,领略诗人的意境，可以去看看的地方
681,77593,黄鹤楼,千古流传的诗句诉说关于这里的历史
682,77593,黄鹤楼,江南三大名楼之一&#x20;位于长江之滨&#x20;威武
683,77593,黄鹤楼,看起来还不错，以后有机会了去逛逛
684,77593,黄鹤楼,大江东去，浪淘尽，千古风流人物。
685,77593,黄鹤楼,美丽的传说，厚重的历史以及人文，还有浩荡的长江都为这座历史名楼增光添彩！
686,77593,黄鹤楼,不错&#x20;挺好玩的&#x20;就是节假日人有点儿多
687,77593,黄鹤楼,去年湖北景区面向全国免费，我也借此机会登上了黄鹤楼。
688,77593,黄鹤楼,黄鹤楼是武汉地标，为了感谢全国医护工作者对武汉人民的奉献精神，湖北省领导组织携程旅行社，对全国人民到武汉来免费旅游，到武汉一定要上黄鹤楼，不然太遗憾了。
689,77593,黄鹤楼,昔人已乘黄鹤去，此地空余黄鹤楼
690,77593,黄鹤楼,有点拉，，
691,77593,黄鹤楼,不错的地方，必去打卡，三大名楼
692,77593,黄鹤楼,昔人已乘黄鹤去，此地空余黄鹤楼
693,77593,黄鹤楼,商业味太重。腰缠十万贯才可以！
694,77593,黄鹤楼,名不虚传，名胜古迹，值得一游！
695,77593,黄鹤楼,人有点多，天气有一点潮湿闷热。
696,77593,黄鹤楼,嗯ヽ(○^㉨^)ﾉ♪可以去看看
697,77593,黄鹤楼,黄鹤楼不愧为第一名楼，yyds
698,77593,黄鹤楼,冲着黄鹤楼这三个字总要去一次的
699,77593,黄鹤楼,黄鹤楼是武汉的标志，到武汉必须登黄鹤楼，登高望远看天水一色的长江大桥。
700,77593,黄鹤楼,第三次来黄鹤楼，还是很喜欢，诗歌里的黄鹤楼，诗歌里的武汉，孩子很喜欢！
701,77593,黄鹤楼,江南三大名楼之一&#x20;非常的不错哦
702,77593,黄鹤楼,挺不错的，工作人员态度也很好
703,77593,黄鹤楼,武汉的标志建筑，很有文化底蕴
704,77593,黄鹤楼,很美，希望下次还能有机会去玩
705,77593,黄鹤楼,武汉游玩必到景点之一，挺适合带上学了的孩子去的，可以和诗词联系起来！
706,77593,黄鹤楼,去过两次，第二次是免费开放去的，排队登塔，远眺的景色不错，值得一游。
707,77593,黄鹤楼,这个位置非常值得一看，虽然已经过了千年，但是风光及高度依然值得看一看
708,77593,黄鹤楼,出行前没有报太大期待，毕竟几经兴废，现有的建筑谈不上什么历史。但实际比想像要好很多，外观和内饰颇有可观之处，网红雪糕味道也可以，&#x20;还是很值得来打卡的。
709,77593,黄鹤楼,适合城市漫步，浏览武汉全景
710,77593,黄鹤楼,武汉的标志&#x20;来到了湖北必打点
711,77593,黄鹤楼,【景色】景色优美&#x0A;【趣味】趣味一般，感受人文关怀&#x0A;【性价比】性价比一般
712,77593,黄鹤楼,景色真美，很壮观，就是停车不太方便，停车和开车出来弄了将近1个小时
713,77593,黄鹤楼,价格偏贵！！！很棒！！！值得游玩，性价比一般般，偏贵！！不过还原度还是挺高的！！很棒！！！值得游玩，性价比一般般，偏贵！！不过还原度还是挺高的！！
714,77593,黄鹤楼,价格有点贵，其实没啥看的
715,77593,黄鹤楼,不错，推荐，夜景相当不错
716,77593,黄鹤楼,很好很不错***质量好
717,77593,黄鹤楼,景区不错，以后还会再来的
718,77593,黄鹤楼,The&#x20;place&#x20;was&#x20;great!&#x20;People&#x20;are&#x20;nice&#x20;too!&#x20;Love&#x20;the&#x20;city&#x20;so&#x20;much!
719,77593,黄鹤楼,免费去的，武汉必去景点。
720,77593,黄鹤楼,武汉必到首选，交通便利。
721,77593,黄鹤楼,来武汉，黄鹤楼必打卡，站在黄鹤楼远看长江。就像自己是个诗人。😊
722,77593,黄鹤楼,地标性景点，打卡。&#x0A;70岁以上以及轮椅可以直接使用电梯登楼，只是会错过登楼的乐趣。我是带两个孩子，跟工作人员沟通一下，也用了电梯，毕竟轻松了很多。
723,77593,黄鹤楼,黄鹤楼整体建筑非常大气壮观，登顶之后眺望长江对岸，感觉神清气爽。
724,77593,黄鹤楼,漂亮的很，很愉快的旅行
725,77593,黄鹤楼,门票很方便，景点漂亮。
726,77593,黄鹤楼,门票有点贵，性价比不高
727,77593,黄鹤楼,除了人有点多之外都挺好
728,77593,黄鹤楼,人文历史，需要导游讲解
729,77593,黄鹤楼,还不错的，历史文化景区
730,77593,黄鹤楼,天下第一楼，很雄伟。最近门票对折，很划算！
731,77593,黄鹤楼,黄鹤楼的爬山景色非常不错的，尤其是爬上黄鹤楼最顶端，眺望远方。
732,77593,黄鹤楼,真的很好看！黄鹤楼的历史底蕴深厚，充满文化艺术气息，自然景观也毫不逊色，很幸运能来此地游览！盼望有朝一日再来此地，感受晴天下的、不一样的黄鹤楼
733,77593,黄鹤楼,带着全家去的，老人孩子都适合！景色很漂亮，黄鹤楼里还有电梯，老人可以电梯上下，非常棒！还买了两款棒冰，都特别好吃，推荐哦！
734,77593,黄鹤楼,很美，武汉第一打卡地
735,77593,黄鹤楼,名不虚传，值得推荐。
736,77593,黄鹤楼,用携程定门票非常方便
737,77593,黄鹤楼,还不错，三大名楼之一
738,77593,黄鹤楼,值得一游，著名的景点
739,77593,黄鹤楼,黄鹤楼夜场演出非常棒
740,77593,黄鹤楼,黄鹤楼武汉人yyds
741,77593,黄鹤楼,不愧是三大名楼&#x20;很壮观
742,77593,黄鹤楼,很棒，孩子玩的很开心
743,77593,黄鹤楼,非常便利，景色很美！
744,77593,黄鹤楼,哈哈哈哈哈哈哈哈哈好
745,77593,黄鹤楼,黄鹤楼是武汉标志性建筑之一，登上黄鹤楼看见对面就是龟山电视塔。下黄鹤楼步行就可以到户部巷，在户部巷吃小吃，是不错的选择。
746,77593,黄鹤楼,2020年最后一天赶武汉回馈游客的活动免费游览科一下。第二次到黄鹤楼，第一次只在门口没进来。没想到2021年已经过去一半，疫情还是不见好转。
747,77593,黄鹤楼,必须打卡的千古名楼&#x20;站在上面仿佛看到了历史
748,77593,黄鹤楼,不错的地方，⊙∀⊙！⊙∀⊙！⊙∀⊙！⊙∀⊙！⊙∀⊙！⊙∀⊙！
749,77593,黄鹤楼,景区环境很好，上到黄鹤楼上面的风景超棒，去武汉必去景点之一。
750,77593,黄鹤楼,景色不错，黄鹤楼卖2种票。白天票和夜景票。下午5点半就赶人清场。再进去重新买夜景票。一个景点卖2次。相对于西湖这种一年都不收费的风景来说。黄鹤楼这收费吃相有点难看。白天上去看长江的江景很美丽。晚上就在远处看灯光就好。不值得买夜景票。
